Date,Open,High,Low,Close,Adj Close,Volume
2017-05-01,1775.000000,1795.000000,1395.000000,1520.000000,1069.266602,868450000
2017-06-01,1520.000000,1670.000000,1465.000000,1580.000000,1123.143677,489730100
2017-07-01,1600.000000,1850.000000,1565.000000,1785.000000,1268.868286,732256900
2017-08-01,1825.000000,1995.000000,1805.000000,1825.000000,1297.302246,797750800
2017-09-01,1825.000000,1930.000000,1630.000000,1825.000000,1297.302246,706436700
2017-10-01,1835.000000,1935.000000,1745.000000,1825.000000,1297.302246,662686100
2017-11-01,1860.000000,1925.000000,1680.000000,1700.000000,1208.446045,871914500
2017-12-01,1700.000000,1905.000000,1695.000000,1860.000000,1322.182007,640646100
2018-01-01,1860.000000,2650.000000,1810.000000,2450.000000,1781.406250,1549671400
2018-02-01,2460.000000,2590.000000,2300.000000,2350.000000,1708.696045,1090880300
2018-03-01,2370.000000,2420.000000,1945.000000,2130.000000,1548.732788,1482701400
2018-04-01,2150.000000,2290.000000,1835.000000,1835.000000,1334.237061,794122100
2018-05-01,1835.000000,1980.000000,1575.000000,1885.000000,1370.592285,2848090700
2018-06-01,1885.000000,2070.000000,1650.000000,1790.000000,1349.610474,1170798300
2018-07-01,1810.000000,2130.000000,1690.000000,1905.000000,1436.317261,1445432300
2018-08-01,1915.000000,2030.000000,1780.000000,1865.000000,1406.158325,1153463300
2018-09-01,1890.000000,1900.000000,1675.000000,1835.000000,1383.539307,911016100
2018-10-01,1830.000000,1900.000000,1610.000000,1650.000000,1244.054443,935559600
2018-11-01,1650.000000,1650.000000,1220.000000,1285.000000,968.854553,1681037500
2018-12-01,1330.000000,1345.000000,1215.000000,1215.000000,916.076416,1363773300
2019-01-01,1215.000000,1510.000000,1215.000000,1390.000000,1077.558838,1930010500
2019-02-01,1395.000000,1460.000000,1215.000000,1310.000000,1015.540955,1326807900
2019-03-01,1320.000000,1480.000000,1310.000000,1340.000000,1038.797729,1063685900
2019-04-01,1325.000000,1360.000000,1250.000000,1305.000000,1011.665039,742702300
2019-05-01,1305.000000,1360.000000,1160.000000,1295.000000,1003.912842,943790200
2019-06-01,1295.000000,1400.000000,1215.000000,1360.000000,1102.682251,708591700
2019-07-01,1380.000000,1470.000000,1220.000000,1270.000000,1029.710815,858853000
2019-08-01,1270.000000,1275.000000,1010.000000,1125.000000,912.145325,1407692100
2019-09-01,1125.000000,1485.000000,1105.000000,1290.000000,1045.926636,1662304600
2019-10-01,1305.000000,1385.000000,1225.000000,1310.000000,1062.142456,796299200
2019-11-01,1300.000000,1440.000000,1210.000000,1230.000000,997.278931,929095000
2019-12-01,1225.000000,1715.000000,1225.000000,1555.000000,1260.787476,1528085400
2020-01-01,1555.000000,1595.000000,1225.000000,1225.000000,993.224915,1279097400
2020-02-01,1200.000000,1360.000000,1085.000000,1155.000000,979.364685,833007600
2020-03-01,1175.000000,1225.000000,610.000000,990.000000,839.455505,1517246700
2020-04-01,995.000000,1200.000000,870.000000,920.000000,780.100037,997804400
2020-05-01,920.000000,1100.000000,870.000000,1100.000000,932.728271,1231599000
2020-06-01,1100.000000,1240.000000,990.000000,995.000000,843.695129,1432615100
2020-07-01,995.000000,1180.000000,990.000000,1085.000000,956.231140,1653905200
2020-08-01,1090.000000,1170.000000,1010.000000,1085.000000,956.231140,1088353200
2020-09-01,1090.000000,1280.000000,1080.000000,1135.000000,1000.297058,1790850700
2020-10-01,1150.000000,1240.000000,1090.000000,1125.000000,991.483887,1230494200
2020-11-01,1120.000000,1475.000000,1100.000000,1390.000000,1225.033447,2658843700
2020-12-01,1410.000000,1600.000000,1340.000000,1430.000000,1260.286255,3812829700
2021-01-01,1430.000000,1540.000000,1160.000000,1200.000000,1057.582886,2842091500
2021-02-01,1205.000000,1265.000000,1150.000000,1180.000000,1039.956421,2387389300
2021-03-01,1195.000000,1340.000000,1160.000000,1175.000000,1035.549805,2780892500
2021-04-01,1175.000000,1260.000000,1160.000000,1245.000000,1097.242188,991360700
2021-05-01,1260.000000,1260.000000,1160.000000,1190.000000,1048.769653,1000994400
2021-06-01,1195.000000,1405.000000,1190.000000,1205.000000,1121.453369,2189586500
2021-07-01,1220.000000,1365.000000,1195.000000,1335.000000,1242.440063,1392068900
2021-08-01,1345.000000,1430.000000,1245.000000,1260.000000,1172.640015,1530601200
2021-09-01,1280.000000,1805.000000,1275.000000,1760.000000,1637.973389,2920808500
2021-10-01,1775.000000,1980.000000,1605.000000,1680.000000,1563.520020,4218806500
2021-11-01,1655.000000,1750.000000,1580.000000,1700.000000,1582.133423,1550924400
2021-12-01,1730.000000,2330.000000,1700.000000,2250.000000,2094.000000,4721983500
2022-01-01,2170.000000,2470.000000,2160.000000,2240.000000,2240.000000,3179230500
2022-02-01,2260.000000,2590.000000,2110.000000,2450.000000,2450.000000,2332126800
2022-03-01,2560.000000,3270.000000,2500.000000,2690.000000,2690.000000,4087908200
2022-04-01,2690.000000,3350.000000,2690.000000,3310.000000,3310.000000,1403982500
